scoring_method,k,n_models,top_k_acc
Only-MS$^2$,20,5,82.35294117647058
LC-MS$^2$Struct,1,6,39.21568627450981
LC-MS$^2$Struct,20,6,84.31372549019608
Only-MS$^2$,1,6,39.21568627450981
Only-MS$^2$,20,6,82.35294117647058
LC-MS$^2$Struct,1,7,39.21568627450981
LC-MS$^2$Struct,20,7,86.27450980392157
Only-MS$^2$,1,7,39.21568627450981
Only-MS$^2$,20,7,82.35294117647058
LC-MS$^2$Struct,1,8,39.21568627450981
LC-MS$^2$Struct,20,8,84.31372549019608
Only-MS$^2$,1,8,39.21568627450981
Only-MS$^2$,20,8,82.35294117647058
LC-MS$^2$Struct,1,1,37.25490196078432
LC-MS$^2$Struct,20,1,80.39215686274511
Only-MS$^2$,1,1,39.21568627450981
Only-MS$^2$,20,1,80.39215686274511
LC-MS$^2$Struct,1,2,39.21568627450981
LC-MS$^2$Struct,20,2,80.3921568627451
Only-MS$^2$,1,2,39.21568627450981
Only-MS$^2$,20,2,80.39215686274511
LC-MS$^2$Struct,1,3,39.21568627450981
LC-MS$^2$Struct,20,3,80.3921568627451
Only-MS$^2$,1,3,39.21568627450981
Only-MS$^2$,20,3,80.39215686274511
LC-MS$^2$Struct,1,4,39.21568627450981
LC-MS$^2$Struct,20,4,80.39215686274511
Only-MS$^2$,1,4,39.21568627450981
Only-MS$^2$,20,4,80.39215686274511
LC-MS$^2$Struct,1,5,39.21568627450981
LC-MS$^2$Struct,20,5,80.3921568627451
Only-MS$^2$,1,5,39.21568627450981
Only-MS$^2$,20,5,80.39215686274511
LC-MS$^2$Struct,1,6,39.21568627450981
LC-MS$^2$Struct,20,6,80.3921568627451
Only-MS$^2$,1,6,39.21568627450981
Only-MS$^2$,20,6,80.39215686274511
LC-MS$^2$Struct,1,7,39.21568627450981
LC-MS$^2$Struct,20,7,80.3921568627451
Only-MS$^2$,1,7,39.21568627450981
Only-MS$^2$,20,7,80.39215686274511
LC-MS$^2$Struct,1,8,39.21568627450981
LC-MS$^2$Struct,20,8,80.39215686274511
Only-MS$^2$,1,8,39.21568627450981
Only-MS$^2$,20,8,80.39215686274511
LC-MS$^2$Struct,1,1,31.37254901960784
LC-MS$^2$Struct,20,1,82.35294117647058
Only-MS$^2$,1,1,33.33333333333333
Only-MS$^2$,20,1,78.43137254901961
LC-MS$^2$Struct,1,2,33.33333333333333
LC-MS$^2$Struct,20,2,80.3921568627451
Only-MS$^2$,1,2,33.33333333333333
Only-MS$^2$,20,2,78.43137254901961
LC-MS$^2$Struct,1,3,35.294117647058826
LC-MS$^2$Struct,20,3,80.3921568627451
Only-MS$^2$,1,3,33.33333333333333
Only-MS$^2$,20,3,78.43137254901961
LC-MS$^2$Struct,1,4,35.294117647058826
LC-MS$^2$Struct,20,4,80.3921568627451
Only-MS$^2$,1,4,33.33333333333333
Only-MS$^2$,20,4,78.43137254901961
LC-MS$^2$Struct,1,5,35.294117647058826
LC-MS$^2$Struct,20,5,80.3921568627451
Only-MS$^2$,1,5,33.33333333333333
Only-MS$^2$,20,5,78.43137254901961
LC-MS$^2$Struct,1,6,33.33333333333333
LC-MS$^2$Struct,20,6,80.3921568627451
Only-MS$^2$,1,6,33.33333333333333
Only-MS$^2$,20,6,78.43137254901961
LC-MS$^2$Struct,1,7,35.294117647058826
LC-MS$^2$Struct,20,7,80.3921568627451
Only-MS$^2$,1,7,33.33333333333333
Only-MS$^2$,20,7,78.43137254901961
LC-MS$^2$Struct,1,8,35.294117647058826
LC-MS$^2$Struct,20,8,82.35294117647058
Only-MS$^2$,1,8,33.33333333333333
Only-MS$^2$,20,8,78.43137254901961
LC-MS$^2$Struct,1,1,31.37254901960784
LC-MS$^2$Struct,20,1,86.27450980392157
Only-MS$^2$,1,1,27.450980392156865
Only-MS$^2$,20,1,84.31372549019608
LC-MS$^2$Struct,1,2,33.33333333333333
LC-MS$^2$Struct,20,2,88.23529411764706
Only-MS$^2$,1,2,27.450980392156865
Only-MS$^2$,20,2,84.31372549019608
LC-MS$^2$Struct,1,3,31.37254901960784
LC-MS$^2$Struct,20,3,86.27450980392157
Only-MS$^2$,1,3,27.450980392156865
Only-MS$^2$,20,3,84.31372549019608
LC-MS$^2$Struct,1,4,31.37254901960784
LC-MS$^2$Struct,20,4,86.27450980392157
Only-MS$^2$,1,4,27.450980392156865
Only-MS$^2$,20,4,84.31372549019608
LC-MS$^2$Struct,1,5,31.37254901960784
LC-MS$^2$Struct,20,5,86.27450980392157
Only-MS$^2$,1,5,27.450980392156865
Only-MS$^2$,20,5,84.31372549019608
LC-MS$^2$Struct,1,6,31.37254901960784
LC-MS$^2$Struct,20,6,86.27450980392157
Only-MS$^2$,1,6,27.450980392156865
Only-MS$^2$,20,6,84.31372549019608
LC-MS$^2$Struct,1,7,29.411764705882355
LC-MS$^2$Struct,20,7,86.27450980392157
Only-MS$^2$,1,7,27.450980392156865
Only-MS$^2$,20,7,84.31372549019608
LC-MS$^2$Struct,1,8,29.411764705882355
LC-MS$^2$Struct,20,8,86.27450980392157
Only-MS$^2$,1,8,27.450980392156865
Only-MS$^2$,20,8,84.31372549019608
LC-MS$^2$Struct,1,1,35.294117647058826
LC-MS$^2$Struct,20,1,82.35294117647058
Only-MS$^2$,1,1,29.411764705882355
Only-MS$^2$,20,1,80.3921568627451
LC-MS$^2$Struct,1,2,33.33333333333333
LC-MS$^2$Struct,20,2,82.35294117647058
Only-MS$^2$,1,2,29.411764705882355
Only-MS$^2$,20,2,80.3921568627451
LC-MS$^2$Struct,1,3,33.33333333333333
LC-MS$^2$Struct,20,3,84.31372549019608
Only-MS$^2$,1,3,29.411764705882355
Only-MS$^2$,20,3,80.3921568627451
LC-MS$^2$Struct,1,4,33.33333333333333
LC-MS$^2$Struct,20,4,84.31372549019608
Only-MS$^2$,1,4,29.411764705882355
Only-MS$^2$,20,4,80.3921568627451
LC-MS$^2$Struct,1,5,33.33333333333333
LC-MS$^2$Struct,20,5,84.31372549019608
Only-MS$^2$,1,5,29.411764705882355
Only-MS$^2$,20,5,80.3921568627451
LC-MS$^2$Struct,1,6,33.33333333333333
LC-MS$^2$Struct,20,6,84.31372549019608
Only-MS$^2$,1,6,29.411764705882355
Only-MS$^2$,20,6,80.3921568627451
LC-MS$^2$Struct,1,7,33.33333333333333
LC-MS$^2$Struct,20,7,84.31372549019608
Only-MS$^2$,1,7,29.411764705882355
Only-MS$^2$,20,7,80.3921568627451
LC-MS$^2$Struct,1,8,33.33333333333333
LC-MS$^2$Struct,20,8,84.31372549019608
Only-MS$^2$,1,8,29.411764705882355
Only-MS$^2$,20,8,80.3921568627451
LC-MS$^2$Struct,1,1,39.21568627450981
LC-MS$^2$Struct,20,1,86.27450980392157
Only-MS$^2$,1,1,41.17647058823529
Only-MS$^2$,20,1,86.27450980392157
LC-MS$^2$Struct,1,2,41.17647058823529
LC-MS$^2$Struct,20,2,86.27450980392157
Only-MS$^2$,1,2,41.17647058823529
Only-MS$^2$,20,2,86.27450980392157
LC-MS$^2$Struct,1,3,41.17647058823529
LC-MS$^2$Struct,20,3,86.27450980392157
Only-MS$^2$,1,3,41.17647058823529
Only-MS$^2$,20,3,86.27450980392157
LC-MS$^2$Struct,1,4,43.13725490196079
LC-MS$^2$Struct,20,4,86.27450980392157
Only-MS$^2$,1,4,41.17647058823529
Only-MS$^2$,20,4,86.27450980392157
LC-MS$^2$Struct,1,5,43.13725490196079
LC-MS$^2$Struct,20,5,86.27450980392157
Only-MS$^2$,1,5,41.17647058823529
Only-MS$^2$,20,5,86.27450980392157
LC-MS$^2$Struct,1,6,43.13725490196079
LC-MS$^2$Struct,20,6,86.27450980392157
Only-MS$^2$,1,6,41.17647058823529
Only-MS$^2$,20,6,86.27450980392157
LC-MS$^2$Struct,1,7,43.13725490196079
LC-MS$^2$Struct,20,7,86.27450980392157
Only-MS$^2$,1,7,41.17647058823529
Only-MS$^2$,20,7,86.27450980392157
LC-MS$^2$Struct,1,8,41.17647058823529
LC-MS$^2$Struct,20,8,86.27450980392157
Only-MS$^2$,1,8,41.17647058823529
Only-MS$^2$,20,8,86.27450980392157
LC-MS$^2$Struct,1,1,37.68115942028986
LC-MS$^2$Struct,20,1,71.01449275362319
Only-MS$^2$,1,1,34.78260869565217
Only-MS$^2$,20,1,68.11594202898551
LC-MS$^2$Struct,1,2,43.47826086956522
LC-MS$^2$Struct,20,2,72.46376811594203
Only-MS$^2$,1,2,34.78260869565217
Only-MS$^2$,20,2,68.11594202898551
LC-MS$^2$Struct,1,3,42.028985507246375
LC-MS$^2$Struct,20,3,71.01449275362319
Only-MS$^2$,1,3,34.78260869565217
Only-MS$^2$,20,3,68.11594202898551
LC-MS$^2$Struct,1,4,40.57971014492754
LC-MS$^2$Struct,20,4,71.01449275362319
Only-MS$^2$,1,4,34.78260869565217
Only-MS$^2$,20,4,68.11594202898551
LC-MS$^2$Struct,1,5,40.57971014492754
LC-MS$^2$Struct,20,5,72.46376811594203
Only-MS$^2$,1,5,34.78260869565217
Only-MS$^2$,20,5,68.11594202898551
LC-MS$^2$Struct,1,6,40.57971014492754
LC-MS$^2$Struct,20,6,72.46376811594203
Only-MS$^2$,1,6,34.78260869565217
Only-MS$^2$,20,6,68.11594202898551
LC-MS$^2$Struct,1,7,40.57971014492754
LC-MS$^2$Struct,20,7,72.46376811594203
Only-MS$^2$,1,7,34.78260869565217
Only-MS$^2$,20,7,68.11594202898551
LC-MS$^2$Struct,1,8,40.57971014492754
LC-MS$^2$Struct,20,8,72.46376811594203
Only-MS$^2$,1,8,34.78260869565217
Only-MS$^2$,20,8,68.11594202898551
LC-MS$^2$Struct,1,1,59.0
LC-MS$^2$Struct,20,1,92.0
Only-MS$^2$,1,1,56.99999999999999
Only-MS$^2$,20,1,92.0
LC-MS$^2$Struct,1,2,59.0
LC-MS$^2$Struct,20,2,92.0
Only-MS$^2$,1,2,56.99999999999999
Only-MS$^2$,20,2,92.0
LC-MS$^2$Struct,1,3,59.0
LC-MS$^2$Struct,20,3,92.0
Only-MS$^2$,1,3,56.99999999999999
Only-MS$^2$,20,3,92.0
LC-MS$^2$Struct,1,4,59.0
LC-MS$^2$Struct,20,4,94.0
Only-MS$^2$,1,4,56.99999999999999
Only-MS$^2$,20,4,92.0
LC-MS$^2$Struct,1,5,59.0
LC-MS$^2$Struct,20,5,94.0
Only-MS$^2$,1,5,56.99999999999999
Only-MS$^2$,20,5,92.0
LC-MS$^2$Struct,1,6,59.0
LC-MS$^2$Struct,20,6,94.0
Only-MS$^2$,1,6,56.99999999999999
Only-MS$^2$,20,6,92.0
LC-MS$^2$Struct,1,7,59.0
LC-MS$^2$Struct,20,7,94.0
Only-MS$^2$,1,7,56.99999999999999
Only-MS$^2$,20,7,92.0
LC-MS$^2$Struct,1,8,59.0
LC-MS$^2$Struct,20,8,94.0
Only-MS$^2$,1,8,56.99999999999999
Only-MS$^2$,20,8,92.0
LC-MS$^2$Struct,1,1,52.0
LC-MS$^2$Struct,20,1,86.0
Only-MS$^2$,1,1,50.0
Only-MS$^2$,20,1,93.99999999999996
LC-MS$^2$Struct,1,2,56.00000000000001
LC-MS$^2$Struct,20,2,92.0
Only-MS$^2$,1,2,50.0
Only-MS$^2$,20,2,93.99999999999996
LC-MS$^2$Struct,1,3,56.00000000000001
LC-MS$^2$Struct,20,3,92.0
Only-MS$^2$,1,3,50.0
Only-MS$^2$,20,3,93.99999999999996
LC-MS$^2$Struct,1,4,54.0
LC-MS$^2$Struct,20,4,92.0
Only-MS$^2$,1,4,50.0
Only-MS$^2$,20,4,93.99999999999996
LC-MS$^2$Struct,1,5,56.00000000000001
LC-MS$^2$Struct,20,5,92.8
Only-MS$^2$,1,5,50.0
Only-MS$^2$,20,5,93.99999999999996
LC-MS$^2$Struct,1,6,56.00000000000001
LC-MS$^2$Struct,20,6,92.8
Only-MS$^2$,1,6,50.0
Only-MS$^2$,20,6,93.99999999999996
LC-MS$^2$Struct,1,7,54.0
LC-MS$^2$Struct,20,7,92.8
Only-MS$^2$,1,7,50.0
Only-MS$^2$,20,7,93.99999999999996
LC-MS$^2$Struct,1,8,52.0
LC-MS$^2$Struct,20,8,92.4
Only-MS$^2$,1,8,50.0
Only-MS$^2$,20,8,93.99999999999996
LC-MS$^2$Struct,1,1,44.0
LC-MS$^2$Struct,20,1,90.0
Only-MS$^2$,1,1,40.0
Only-MS$^2$,20,1,88.0
LC-MS$^2$Struct,1,2,44.0
LC-MS$^2$Struct,20,2,90.0
Only-MS$^2$,1,2,40.0
Only-MS$^2$,20,2,88.0
LC-MS$^2$Struct,1,3,42.0
LC-MS$^2$Struct,20,3,90.0
Only-MS$^2$,1,3,40.0
Only-MS$^2$,20,3,88.0
LC-MS$^2$Struct,1,4,46.0
LC-MS$^2$Struct,20,4,90.0
Only-MS$^2$,1,4,40.0
Only-MS$^2$,20,4,88.0
LC-MS$^2$Struct,1,5,48.0
LC-MS$^2$Struct,20,5,88.0
Only-MS$^2$,1,5,40.0
Only-MS$^2$,20,5,88.0
LC-MS$^2$Struct,1,6,46.0
LC-MS$^2$Struct,20,6,88.0
Only-MS$^2$,1,6,40.0
Only-MS$^2$,20,6,88.0
LC-MS$^2$Struct,1,7,48.0
LC-MS$^2$Struct,20,7,88.0
Only-MS$^2$,1,7,40.0
Only-MS$^2$,20,7,88.0
LC-MS$^2$Struct,1,8,46.0
LC-MS$^2$Struct,20,8,88.0
Only-MS$^2$,1,8,40.0
Only-MS$^2$,20,8,88.0
LC-MS$^2$Struct,1,1,64.0
LC-MS$^2$Struct,20,1,96.0
Only-MS$^2$,1,1,64.0
Only-MS$^2$,20,1,96.0
LC-MS$^2$Struct,1,2,66.0
LC-MS$^2$Struct,20,2,96.0
Only-MS$^2$,1,2,64.0
Only-MS$^2$,20,2,96.0
LC-MS$^2$Struct,1,3,66.0
LC-MS$^2$Struct,20,3,96.0
Only-MS$^2$,1,3,64.0
Only-MS$^2$,20,3,96.0
LC-MS$^2$Struct,1,4,66.0
LC-MS$^2$Struct,20,4,96.0
Only-MS$^2$,1,4,64.0
Only-MS$^2$,20,4,96.0
LC-MS$^2$Struct,1,5,66.0
LC-MS$^2$Struct,20,5,96.0
Only-MS$^2$,1,5,64.0
Only-MS$^2$,20,5,96.0
LC-MS$^2$Struct,1,6,64.0
LC-MS$^2$Struct,20,6,96.0
Only-MS$^2$,1,6,64.0
Only-MS$^2$,20,6,96.0
LC-MS$^2$Struct,1,7,66.0
LC-MS$^2$Struct,20,7,96.0
Only-MS$^2$,1,7,64.0
Only-MS$^2$,20,7,96.0
LC-MS$^2$Struct,1,8,66.0
LC-MS$^2$Struct,20,8,96.0
Only-MS$^2$,1,8,64.0
Only-MS$^2$,20,8,96.0
LC-MS$^2$Struct,1,1,62.0
LC-MS$^2$Struct,20,1,88.0
Only-MS$^2$,1,1,60.0
Only-MS$^2$,20,1,94.0
LC-MS$^2$Struct,1,2,60.0
LC-MS$^2$Struct,20,2,94.0
Only-MS$^2$,1,2,60.0
Only-MS$^2$,20,2,94.0
LC-MS$^2$Struct,1,3,64.0
LC-MS$^2$Struct,20,3,90.0
Only-MS$^2$,1,3,60.0
Only-MS$^2$,20,3,94.0
LC-MS$^2$Struct,1,4,64.0
LC-MS$^2$Struct,20,4,94.0
Only-MS$^2$,1,4,60.0
Only-MS$^2$,20,4,94.0
LC-MS$^2$Struct,1,5,62.0
LC-MS$^2$Struct,20,5,94.0
Only-MS$^2$,1,5,60.0
Only-MS$^2$,20,5,94.0
LC-MS$^2$Struct,1,6,64.0
LC-MS$^2$Struct,20,6,94.0
Only-MS$^2$,1,6,60.0
Only-MS$^2$,20,6,94.0
LC-MS$^2$Struct,1,7,62.0
LC-MS$^2$Struct,20,7,94.0
Only-MS$^2$,1,7,60.0
Only-MS$^2$,20,7,94.0
LC-MS$^2$Struct,1,8,62.0
LC-MS$^2$Struct,20,8,94.0
Only-MS$^2$,1,8,60.0
Only-MS$^2$,20,8,94.0
LC-MS$^2$Struct,1,1,61.0
LC-MS$^2$Struct,20,1,90.0
Only-MS$^2$,1,1,49.0
Only-MS$^2$,20,1,90.0
LC-MS$^2$Struct,1,2,56.99999999999999
LC-MS$^2$Struct,20,2,88.0
Only-MS$^2$,1,2,49.0
Only-MS$^2$,20,2,90.0
LC-MS$^2$Struct,1,3,59.0
LC-MS$^2$Struct,20,3,90.0
Only-MS$^2$,1,3,49.0
Only-MS$^2$,20,3,90.0
LC-MS$^2$Struct,1,4,55.00000000000001
LC-MS$^2$Struct,20,4,90.0
Only-MS$^2$,1,4,49.0
Only-MS$^2$,20,4,90.0
LC-MS$^2$Struct,1,5,55.00000000000001
LC-MS$^2$Struct,20,5,90.0
Only-MS$^2$,1,5,49.0
Only-MS$^2$,20,5,90.0
LC-MS$^2$Struct,1,6,55.00000000000001
LC-MS$^2$Struct,20,6,90.0
Only-MS$^2$,1,6,49.0
Only-MS$^2$,20,6,90.0
LC-MS$^2$Struct,1,7,55.00000000000001
LC-MS$^2$Struct,20,7,90.0
Only-MS$^2$,1,7,49.0
Only-MS$^2$,20,7,90.0
LC-MS$^2$Struct,1,8,55.00000000000001
LC-MS$^2$Struct,20,8,90.0
Only-MS$^2$,1,8,49.0
Only-MS$^2$,20,8,90.0
LC-MS$^2$Struct,1,1,54.0
LC-MS$^2$Struct,20,1,92.0
Only-MS$^2$,1,1,56.00000000000001
Only-MS$^2$,20,1,94.0
LC-MS$^2$Struct,1,2,56.00000000000001
LC-MS$^2$Struct,20,2,94.0
Only-MS$^2$,1,2,56.00000000000001
Only-MS$^2$,20,2,94.0
LC-MS$^2$Struct,1,3,56.00000000000001
LC-MS$^2$Struct,20,3,94.0
Only-MS$^2$,1,3,56.00000000000001
Only-MS$^2$,20,3,94.0
LC-MS$^2$Struct,1,4,56.00000000000001
LC-MS$^2$Struct,20,4,94.0
Only-MS$^2$,1,4,56.00000000000001
Only-MS$^2$,20,4,94.0
LC-MS$^2$Struct,1,5,57.99999999999999
LC-MS$^2$Struct,20,5,94.0
Only-MS$^2$,1,5,56.00000000000001
Only-MS$^2$,20,5,94.0
LC-MS$^2$Struct,1,6,57.99999999999999
LC-MS$^2$Struct,20,6,94.0
Only-MS$^2$,1,6,56.00000000000001
Only-MS$^2$,20,6,94.0
LC-MS$^2$Struct,1,7,57.99999999999999
LC-MS$^2$Struct,20,7,94.0
Only-MS$^2$,1,7,56.00000000000001
Only-MS$^2$,20,7,94.0
LC-MS$^2$Struct,1,8,57.99999999999999
LC-MS$^2$Struct,20,8,94.0
Only-MS$^2$,1,8,56.00000000000001
Only-MS$^2$,20,8,94.0
LC-MS$^2$Struct,1,1,56.99999999999999
LC-MS$^2$Struct,20,1,92.0
Only-MS$^2$,1,1,61.0
Only-MS$^2$,20,1,92.0
LC-MS$^2$Struct,1,2,63.0
LC-MS$^2$Struct,20,2,92.0
Only-MS$^2$,1,2,61.0
Only-MS$^2$,20,2,92.0
LC-MS$^2$Struct,1,3,59.0
LC-MS$^2$Struct,20,3,92.0
Only-MS$^2$,1,3,61.0
Only-MS$^2$,20,3,92.0
LC-MS$^2$Struct,1,4,61.0
LC-MS$^2$Struct,20,4,92.0
Only-MS$^2$,1,4,61.0
Only-MS$^2$,20,4,92.0
LC-MS$^2$Struct,1,5,61.0
LC-MS$^2$Struct,20,5,92.0
Only-MS$^2$,1,5,61.0
Only-MS$^2$,20,5,92.0
LC-MS$^2$Struct,1,6,63.0
LC-MS$^2$Struct,20,6,92.0
Only-MS$^2$,1,6,61.0
Only-MS$^2$,20,6,92.0
LC-MS$^2$Struct,1,7,63.0
LC-MS$^2$Struct,20,7,92.0
Only-MS$^2$,1,7,61.0
Only-MS$^2$,20,7,92.0
LC-MS$^2$Struct,1,8,63.0
LC-MS$^2$Struct,20,8,92.0
Only-MS$^2$,1,8,61.0
Only-MS$^2$,20,8,92.0
LC-MS$^2$Struct,1,1,59.0
LC-MS$^2$Struct,20,1,96.0
Only-MS$^2$,1,1,63.0
Only-MS$^2$,20,1,98.0
LC-MS$^2$Struct,1,2,61.0
LC-MS$^2$Struct,20,2,98.0
Only-MS$^2$,1,2,63.0
Only-MS$^2$,20,2,98.0
LC-MS$^2$Struct,1,3,63.0
LC-MS$^2$Struct,20,3,98.0
Only-MS$^2$,1,3,63.0
Only-MS$^2$,20,3,98.0
LC-MS$^2$Struct,1,4,65.0
LC-MS$^2$Struct,20,4,98.0
Only-MS$^2$,1,4,63.0
Only-MS$^2$,20,4,98.0
LC-MS$^2$Struct,1,5,65.0
LC-MS$^2$Struct,20,5,98.0
Only-MS$^2$,1,5,63.0
Only-MS$^2$,20,5,98.0
LC-MS$^2$Struct,1,6,67.0
LC-MS$^2$Struct,20,6,98.0
Only-MS$^2$,1,6,63.0
Only-MS$^2$,20,6,98.0
LC-MS$^2$Struct,1,7,67.0
LC-MS$^2$Struct,20,7,98.0
Only-MS$^2$,1,7,63.0
Only-MS$^2$,20,7,98.0
LC-MS$^2$Struct,1,8,65.0
LC-MS$^2$Struct,20,8,98.0
Only-MS$^2$,1,8,63.0
Only-MS$^2$,20,8,98.0
LC-MS$^2$Struct,1,1,51.0
LC-MS$^2$Struct,20,1,90.8
Only-MS$^2$,1,1,49.0
Only-MS$^2$,20,1,91.99999999999996
LC-MS$^2$Struct,1,2,53.0
LC-MS$^2$Struct,20,2,90.4
Only-MS$^2$,1,2,49.0
Only-MS$^2$,20,2,91.99999999999996
LC-MS$^2$Struct,1,3,53.0
LC-MS$^2$Struct,20,3,90.8
Only-MS$^2$,1,3,49.0
Only-MS$^2$,20,3,91.99999999999996
LC-MS$^2$Struct,1,4,53.0
LC-MS$^2$Struct,20,4,90.8
Only-MS$^2$,1,4,49.0
Only-MS$^2$,20,4,91.99999999999996
LC-MS$^2$Struct,1,5,53.0
LC-MS$^2$Struct,20,5,90.8
Only-MS$^2$,1,5,49.0
Only-MS$^2$,20,5,91.99999999999996
LC-MS$^2$Struct,1,6,53.0
LC-MS$^2$Struct,20,6,90.8
Only-MS$^2$,1,6,49.0
Only-MS$^2$,20,6,91.99999999999996
LC-MS$^2$Struct,1,7,53.0
LC-MS$^2$Struct,20,7,90.8
Only-MS$^2$,1,7,49.0
Only-MS$^2$,20,7,91.99999999999996
LC-MS$^2$Struct,1,8,53.0
LC-MS$^2$Struct,20,8,90.8
Only-MS$^2$,1,8,49.0
Only-MS$^2$,20,8,91.99999999999996
LC-MS$^2$Struct,1,1,60.0
LC-MS$^2$Struct,20,1,94.0
Only-MS$^2$,1,1,62.0
Only-MS$^2$,20,1,92.0
LC-MS$^2$Struct,1,2,62.0
LC-MS$^2$Struct,20,2,94.0
Only-MS$^2$,1,2,62.0
Only-MS$^2$,20,2,92.0
LC-MS$^2$Struct,1,3,62.0
LC-MS$^2$Struct,20,3,94.0
Only-MS$^2$,1,3,62.0
Only-MS$^2$,20,3,92.0
LC-MS$^2$Struct,1,4,62.0
LC-MS$^2$Struct,20,4,94.0
Only-MS$^2$,1,4,62.0
Only-MS$^2$,20,4,92.0
LC-MS$^2$Struct,1,5,62.0
LC-MS$^2$Struct,20,5,94.0
Only-MS$^2$,1,5,62.0
Only-MS$^2$,20,5,92.0
LC-MS$^2$Struct,1,6,64.0
LC-MS$^2$Struct,20,6,94.0
Only-MS$^2$,1,6,62.0
Only-MS$^2$,20,6,92.0
LC-MS$^2$Struct,1,7,64.0
LC-MS$^2$Struct,20,7,94.0
Only-MS$^2$,1,7,62.0
Only-MS$^2$,20,7,92.0
LC-MS$^2$Struct,1,8,64.0
LC-MS$^2$Struct,20,8,94.0
Only-MS$^2$,1,8,62.0
Only-MS$^2$,20,8,92.0
LC-MS$^2$Struct,1,1,54.0
LC-MS$^2$Struct,20,1,92.0
Only-MS$^2$,1,1,52.0
Only-MS$^2$,20,1,94.0
LC-MS$^2$Struct,1,2,56.00000000000001
LC-MS$^2$Struct,20,2,92.0
Only-MS$^2$,1,2,52.0
Only-MS$^2$,20,2,94.0
LC-MS$^2$Struct,1,3,57.99999999999999
LC-MS$^2$Struct,20,3,94.0
Only-MS$^2$,1,3,52.0
Only-MS$^2$,20,3,94.0
LC-MS$^2$Struct,1,4,56.00000000000001
LC-MS$^2$Struct,20,4,94.0
Only-MS$^2$,1,4,52.0
Only-MS$^2$,20,4,94.0
LC-MS$^2$Struct,1,5,56.00000000000001
LC-MS$^2$Struct,20,5,94.0
Only-MS$^2$,1,5,52.0
Only-MS$^2$,20,5,94.0
LC-MS$^2$Struct,1,6,56.00000000000001
LC-MS$^2$Struct,20,6,94.0
Only-MS$^2$,1,6,52.0
Only-MS$^2$,20,6,94.0
LC-MS$^2$Struct,1,7,56.00000000000001
LC-MS$^2$Struct,20,7,94.0
Only-MS$^2$,1,7,52.0
Only-MS$^2$,20,7,94.0
LC-MS$^2$Struct,1,8,56.00000000000001
LC-MS$^2$Struct,20,8,94.0
Only-MS$^2$,1,8,52.0
Only-MS$^2$,20,8,94.0
LC-MS$^2$Struct,1,1,60.0
LC-MS$^2$Struct,20,1,98.0
Only-MS$^2$,1,1,54.0
Only-MS$^2$,20,1,96.0
LC-MS$^2$Struct,1,2,60.0
LC-MS$^2$Struct,20,2,98.0
Only-MS$^2$,1,2,54.0
Only-MS$^2$,20,2,96.0
LC-MS$^2$Struct,1,3,62.0
LC-MS$^2$Struct,20,3,98.0
Only-MS$^2$,1,3,54.0
Only-MS$^2$,20,3,96.0
LC-MS$^2$Struct,1,4,64.0
LC-MS$^2$Struct,20,4,96.0
Only-MS$^2$,1,4,54.0
Only-MS$^2$,20,4,96.0
LC-MS$^2$Struct,1,5,62.0
LC-MS$^2$Struct,20,5,98.0
Only-MS$^2$,1,5,54.0
Only-MS$^2$,20,5,96.0
LC-MS$^2$Struct,1,6,64.0
LC-MS$^2$Struct,20,6,98.0
Only-MS$^2$,1,6,54.0
Only-MS$^2$,20,6,96.0
LC-MS$^2$Struct,1,7,62.0
LC-MS$^2$Struct,20,7,98.0
Only-MS$^2$,1,7,54.0
Only-MS$^2$,20,7,96.0
LC-MS$^2$Struct,1,8,62.0
LC-MS$^2$Struct,20,8,98.0
Only-MS$^2$,1,8,54.0
Only-MS$^2$,20,8,96.0
LC-MS$^2$Struct,1,1,60.0
LC-MS$^2$Struct,20,1,96.0
Only-MS$^2$,1,1,52.0
Only-MS$^2$,20,1,94.0
LC-MS$^2$Struct,1,2,62.0
LC-MS$^2$Struct,20,2,96.0
Only-MS$^2$,1,2,52.0
Only-MS$^2$,20,2,94.0
LC-MS$^2$Struct,1,3,60.0
LC-MS$^2$Struct,20,3,96.0
Only-MS$^2$,1,3,52.0
Only-MS$^2$,20,3,94.0
LC-MS$^2$Struct,1,4,60.0
LC-MS$^2$Struct,20,4,96.0
Only-MS$^2$,1,4,52.0
Only-MS$^2$,20,4,94.0
LC-MS$^2$Struct,1,5,60.0
LC-MS$^2$Struct,20,5,96.0
Only-MS$^2$,1,5,52.0
Only-MS$^2$,20,5,94.0
LC-MS$^2$Struct,1,6,60.0
LC-MS$^2$Struct,20,6,96.0
Only-MS$^2$,1,6,52.0
Only-MS$^2$,20,6,94.0
LC-MS$^2$Struct,1,7,60.0
LC-MS$^2$Struct,20,7,96.0
Only-MS$^2$,1,7,52.0
Only-MS$^2$,20,7,94.0
LC-MS$^2$Struct,1,8,60.0
LC-MS$^2$Struct,20,8,96.0
Only-MS$^2$,1,8,52.0
Only-MS$^2$,20,8,94.0
LC-MS$^2$Struct,1,1,56.00000000000001
LC-MS$^2$Struct,20,1,94.0
Only-MS$^2$,1,1,56.00000000000001
Only-MS$^2$,20,1,94.0
LC-MS$^2$Struct,1,2,54.0
LC-MS$^2$Struct,20,2,94.0
Only-MS$^2$,1,2,56.00000000000001
Only-MS$^2$,20,2,94.0
LC-MS$^2$Struct,1,3,56.00000000000001
