scoring_method,k,n_models,top_k_acc
LC-MS$^2$Struct,20,2,62.0
Only-MS$^2$,1,2,13.415151515151516
Only-MS$^2$,20,2,56.990173847316704
LC-MS$^2$Struct,1,3,16.0
LC-MS$^2$Struct,20,3,66.0
Only-MS$^2$,1,3,13.415151515151516
Only-MS$^2$,20,3,56.990173847316704
LC-MS$^2$Struct,1,4,16.0
LC-MS$^2$Struct,20,4,66.0
Only-MS$^2$,1,4,13.415151515151516
Only-MS$^2$,20,4,56.990173847316704
LC-MS$^2$Struct,1,5,20.0
LC-MS$^2$Struct,20,5,66.0
Only-MS$^2$,1,5,13.415151515151516
Only-MS$^2$,20,5,56.990173847316704
LC-MS$^2$Struct,1,6,20.0
LC-MS$^2$Struct,20,6,68.0
Only-MS$^2$,1,6,13.415151515151516
Only-MS$^2$,20,6,56.990173847316704
LC-MS$^2$Struct,1,7,20.0
LC-MS$^2$Struct,20,7,64.0
Only-MS$^2$,1,7,13.415151515151516
Only-MS$^2$,20,7,56.990173847316704
LC-MS$^2$Struct,1,8,20.0
LC-MS$^2$Struct,20,8,64.0
Only-MS$^2$,1,8,13.415151515151516
Only-MS$^2$,20,8,56.990173847316704
LC-MS$^2$Struct,1,1,17.0
LC-MS$^2$Struct,20,1,52.0
Only-MS$^2$,1,1,8.20790020790021
Only-MS$^2$,20,1,48.465696465696496
LC-MS$^2$Struct,1,2,17.0
LC-MS$^2$Struct,20,2,57.99999999999999
Only-MS$^2$,1,2,8.20790020790021
Only-MS$^2$,20,2,48.465696465696496
LC-MS$^2$Struct,1,3,23.0
LC-MS$^2$Struct,20,3,56.00000000000001
Only-MS$^2$,1,3,8.20790020790021
Only-MS$^2$,20,3,48.465696465696496
LC-MS$^2$Struct,1,4,17.0
LC-MS$^2$Struct,20,4,56.00000000000001
Only-MS$^2$,1,4,8.20790020790021
Only-MS$^2$,20,4,48.465696465696496
LC-MS$^2$Struct,1,5,17.0
LC-MS$^2$Struct,20,5,56.00000000000001
Only-MS$^2$,1,5,8.20790020790021
Only-MS$^2$,20,5,48.465696465696496
LC-MS$^2$Struct,1,6,15.0
LC-MS$^2$Struct,20,6,54.0
Only-MS$^2$,1,6,8.20790020790021
Only-MS$^2$,20,6,48.465696465696496
LC-MS$^2$Struct,1,7,17.0
LC-MS$^2$Struct,20,7,54.0
Only-MS$^2$,1,7,8.20790020790021
Only-MS$^2$,20,7,48.465696465696496
LC-MS$^2$Struct,1,8,19.0
LC-MS$^2$Struct,20,8,54.0
Only-MS$^2$,1,8,8.20790020790021
Only-MS$^2$,20,8,48.465696465696496
LC-MS$^2$Struct,1,1,10.0
LC-MS$^2$Struct,20,1,46.0
Only-MS$^2$,1,1,6.666666666666667
Only-MS$^2$,20,1,43.68091168091168
LC-MS$^2$Struct,1,2,12.0
LC-MS$^2$Struct,20,2,48.0
Only-MS$^2$,1,2,6.666666666666667
Only-MS$^2$,20,2,43.68091168091168
LC-MS$^2$Struct,1,3,10.0
LC-MS$^2$Struct,20,3,46.0
Only-MS$^2$,1,3,6.666666666666667
Only-MS$^2$,20,3,43.68091168091168
LC-MS$^2$Struct,1,4,10.0
LC-MS$^2$Struct,20,4,48.0
Only-MS$^2$,1,4,6.666666666666667
Only-MS$^2$,20,4,43.68091168091168
LC-MS$^2$Struct,1,5,12.0
LC-MS$^2$Struct,20,5,46.0
Only-MS$^2$,1,5,6.666666666666667
Only-MS$^2$,20,5,43.68091168091168
LC-MS$^2$Struct,1,6,12.0
LC-MS$^2$Struct,20,6,46.0
Only-MS$^2$,1,6,6.666666666666667
Only-MS$^2$,20,6,43.68091168091168
LC-MS$^2$Struct,1,7,12.0
LC-MS$^2$Struct,20,7,46.0
Only-MS$^2$,1,7,6.666666666666667
Only-MS$^2$,20,7,43.68091168091168
LC-MS$^2$Struct,1,8,12.0
LC-MS$^2$Struct,20,8,44.0
Only-MS$^2$,1,8,6.666666666666667
Only-MS$^2$,20,8,43.68091168091168
LC-MS$^2$Struct,1,1,14.000000000000002
LC-MS$^2$Struct,20,1,58.00000000000002
Only-MS$^2$,1,1,8.02137862137862
Only-MS$^2$,20,1,54.0
LC-MS$^2$Struct,1,2,24.0
LC-MS$^2$Struct,20,2,57.99999999999999
Only-MS$^2$,1,2,8.02137862137862
Only-MS$^2$,20,2,54.0
LC-MS$^2$Struct,1,3,18.0
LC-MS$^2$Struct,20,3,57.99999999999999
Only-MS$^2$,1,3,8.02137862137862
Only-MS$^2$,20,3,54.0
LC-MS$^2$Struct,1,4,22.0
LC-MS$^2$Struct,20,4,60.0
Only-MS$^2$,1,4,8.02137862137862
Only-MS$^2$,20,4,54.0
LC-MS$^2$Struct,1,5,22.0
LC-MS$^2$Struct,20,5,57.99999999999999
Only-MS$^2$,1,5,8.02137862137862
Only-MS$^2$,20,5,54.0
LC-MS$^2$Struct,1,6,24.0
LC-MS$^2$Struct,20,6,57.99999999999999
Only-MS$^2$,1,6,8.02137862137862
Only-MS$^2$,20,6,54.0
LC-MS$^2$Struct,1,7,24.0
LC-MS$^2$Struct,20,7,60.0
Only-MS$^2$,1,7,8.02137862137862
Only-MS$^2$,20,7,54.0
LC-MS$^2$Struct,1,8,24.0
LC-MS$^2$Struct,20,8,57.99999999999999
Only-MS$^2$,1,8,8.02137862137862
Only-MS$^2$,20,8,54.0
LC-MS$^2$Struct,1,1,18.0
LC-MS$^2$Struct,20,1,57.99999999999999
Only-MS$^2$,1,1,9.624082065258536
Only-MS$^2$,20,1,60.46569646569648
LC-MS$^2$Struct,1,2,18.0
LC-MS$^2$Struct,20,2,64.0
Only-MS$^2$,1,2,9.624082065258536
Only-MS$^2$,20,2,60.46569646569648
LC-MS$^2$Struct,1,3,18.0
LC-MS$^2$Struct,20,3,68.0
Only-MS$^2$,1,3,9.624082065258536
Only-MS$^2$,20,3,60.46569646569648
LC-MS$^2$Struct,1,4,18.0
LC-MS$^2$Struct,20,4,68.0
Only-MS$^2$,1,4,9.624082065258536
Only-MS$^2$,20,4,60.46569646569648
LC-MS$^2$Struct,1,5,16.0
LC-MS$^2$Struct,20,5,68.0
Only-MS$^2$,1,5,9.624082065258536
Only-MS$^2$,20,5,60.46569646569648
LC-MS$^2$Struct,1,6,16.0
LC-MS$^2$Struct,20,6,68.0
Only-MS$^2$,1,6,9.624082065258536
Only-MS$^2$,20,6,60.46569646569648
LC-MS$^2$Struct,1,7,18.0
LC-MS$^2$Struct,20,7,68.0
Only-MS$^2$,1,7,9.624082065258536
Only-MS$^2$,20,7,60.46569646569648
LC-MS$^2$Struct,1,8,16.0
LC-MS$^2$Struct,20,8,66.0
Only-MS$^2$,1,8,9.624082065258536
Only-MS$^2$,20,8,60.46569646569648
LC-MS$^2$Struct,1,1,6.0
LC-MS$^2$Struct,20,1,52.0
Only-MS$^2$,1,1,4.467532467532467
Only-MS$^2$,20,1,46.0
LC-MS$^2$Struct,1,2,4.0
LC-MS$^2$Struct,20,2,50.0
Only-MS$^2$,1,2,4.467532467532467
Only-MS$^2$,20,2,46.0
LC-MS$^2$Struct,1,3,8.0
LC-MS$^2$Struct,20,3,52.0
Only-MS$^2$,1,3,4.467532467532467
Only-MS$^2$,20,3,46.0
LC-MS$^2$Struct,1,4,8.0
LC-MS$^2$Struct,20,4,52.0
Only-MS$^2$,1,4,4.467532467532467
Only-MS$^2$,20,4,46.0
LC-MS$^2$Struct,1,5,8.0
LC-MS$^2$Struct,20,5,52.0
Only-MS$^2$,1,5,4.467532467532467
Only-MS$^2$,20,5,46.0
LC-MS$^2$Struct,1,6,6.0
LC-MS$^2$Struct,20,6,52.0
Only-MS$^2$,1,6,4.467532467532467
Only-MS$^2$,20,6,46.0
LC-MS$^2$Struct,1,7,6.0
LC-MS$^2$Struct,20,7,52.0
Only-MS$^2$,1,7,4.467532467532467
Only-MS$^2$,20,7,46.0
LC-MS$^2$Struct,1,8,6.0
LC-MS$^2$Struct,20,8,52.0
Only-MS$^2$,1,8,4.467532467532467
Only-MS$^2$,20,8,46.0
LC-MS$^2$Struct,1,1,14.000000000000002
LC-MS$^2$Struct,20,1,66.0
Only-MS$^2$,1,1,5.852380952380952
Only-MS$^2$,20,1,57.68091168091167
LC-MS$^2$Struct,1,2,12.0
LC-MS$^2$Struct,20,2,68.0
Only-MS$^2$,1,2,5.852380952380952
Only-MS$^2$,20,2,57.68091168091167
LC-MS$^2$Struct,1,3,16.0
LC-MS$^2$Struct,20,3,68.0
Only-MS$^2$,1,3,5.852380952380952
Only-MS$^2$,20,3,57.68091168091167
LC-MS$^2$Struct,1,4,20.0
LC-MS$^2$Struct,20,4,68.0
Only-MS$^2$,1,4,5.852380952380952
Only-MS$^2$,20,4,57.68091168091167
LC-MS$^2$Struct,1,5,20.0
LC-MS$^2$Struct,20,5,70.0
Only-MS$^2$,1,5,5.852380952380952
Only-MS$^2$,20,5,57.68091168091167
LC-MS$^2$Struct,1,6,24.0
LC-MS$^2$Struct,20,6,66.0
Only-MS$^2$,1,6,5.852380952380952
Only-MS$^2$,20,6,57.68091168091167
LC-MS$^2$Struct,1,7,24.0
LC-MS$^2$Struct,20,7,70.0
Only-MS$^2$,1,7,5.852380952380952
Only-MS$^2$,20,7,57.68091168091167
LC-MS$^2$Struct,1,8,26.0
LC-MS$^2$Struct,20,8,70.0
Only-MS$^2$,1,8,5.852380952380952
Only-MS$^2$,20,8,57.68091168091167
LC-MS$^2$Struct,1,1,17.0
LC-MS$^2$Struct,20,1,58.969696969697
Only-MS$^2$,1,1,10.675432675432676
Only-MS$^2$,20,1,55.08108108108111
LC-MS$^2$Struct,1,2,21.0
LC-MS$^2$Struct,20,2,64.0
Only-MS$^2$,1,2,10.675432675432676
Only-MS$^2$,20,2,55.08108108108111
LC-MS$^2$Struct,1,3,19.0
LC-MS$^2$Struct,20,3,57.99999999999999
Only-MS$^2$,1,3,10.675432675432676
Only-MS$^2$,20,3,55.08108108108111
LC-MS$^2$Struct,1,4,19.0
LC-MS$^2$Struct,20,4,60.0
Only-MS$^2$,1,4,10.675432675432676
Only-MS$^2$,20,4,55.08108108108111
LC-MS$^2$Struct,1,5,19.0
LC-MS$^2$Struct,20,5,62.0
Only-MS$^2$,1,5,10.675432675432676
Only-MS$^2$,20,5,55.08108108108111
LC-MS$^2$Struct,1,6,17.0
LC-MS$^2$Struct,20,6,62.0
Only-MS$^2$,1,6,10.675432675432676
Only-MS$^2$,20,6,55.08108108108111
LC-MS$^2$Struct,1,7,19.0
LC-MS$^2$Struct,20,7,62.0
Only-MS$^2$,1,7,10.675432675432676
Only-MS$^2$,20,7,55.08108108108111
LC-MS$^2$Struct,1,8,17.0
LC-MS$^2$Struct,20,8,62.0
Only-MS$^2$,1,8,10.675432675432676
Only-MS$^2$,20,8,55.08108108108111
LC-MS$^2$Struct,1,1,9.0
LC-MS$^2$Struct,20,1,50.0
Only-MS$^2$,1,1,9.554054054054054
Only-MS$^2$,20,1,49.37737737737742
LC-MS$^2$Struct,1,2,11.0
LC-MS$^2$Struct,20,2,54.0
Only-MS$^2$,1,2,9.554054054054054
Only-MS$^2$,20,2,49.37737737737742
LC-MS$^2$Struct,1,3,9.0
LC-MS$^2$Struct,20,3,54.0
Only-MS$^2$,1,3,9.554054054054054
Only-MS$^2$,20,3,49.37737737737742
LC-MS$^2$Struct,1,4,11.0
LC-MS$^2$Struct,20,4,56.00000000000001
Only-MS$^2$,1,4,9.554054054054054
Only-MS$^2$,20,4,49.37737737737742
LC-MS$^2$Struct,1,5,11.0
LC-MS$^2$Struct,20,5,54.0
Only-MS$^2$,1,5,9.554054054054054
Only-MS$^2$,20,5,49.37737737737742
LC-MS$^2$Struct,1,6,11.0
LC-MS$^2$Struct,20,6,56.00000000000001
Only-MS$^2$,1,6,9.554054054054054
Only-MS$^2$,20,6,49.37737737737742
LC-MS$^2$Struct,1,7,11.0
LC-MS$^2$Struct,20,7,56.00000000000001
Only-MS$^2$,1,7,9.554054054054054
Only-MS$^2$,20,7,49.37737737737742
LC-MS$^2$Struct,1,8,11.0
LC-MS$^2$Struct,20,8,60.0
Only-MS$^2$,1,8,9.554054054054054
Only-MS$^2$,20,8,49.37737737737742
LC-MS$^2$Struct,1,1,9.25925925925926
LC-MS$^2$Struct,20,1,53.70370370370371
Only-MS$^2$,1,1,5.555555555555555
Only-MS$^2$,20,1,38.88888888888889
LC-MS$^2$Struct,1,2,9.25925925925926
LC-MS$^2$Struct,20,2,55.55555555555556
Only-MS$^2$,1,2,5.555555555555555
Only-MS$^2$,20,2,38.88888888888889
LC-MS$^2$Struct,1,3,7.4074074074074066
LC-MS$^2$Struct,20,3,51.85185185185185
Only-MS$^2$,1,3,5.555555555555555
Only-MS$^2$,20,3,38.88888888888889
LC-MS$^2$Struct,1,4,7.4074074074074066
LC-MS$^2$Struct,20,4,55.55555555555556
Only-MS$^2$,1,4,5.555555555555555
Only-MS$^2$,20,4,38.88888888888889
LC-MS$^2$Struct,1,5,7.4074074074074066
LC-MS$^2$Struct,20,5,55.55555555555556
Only-MS$^2$,1,5,5.555555555555555
Only-MS$^2$,20,5,38.88888888888889
LC-MS$^2$Struct,1,6,7.4074074074074066
LC-MS$^2$Struct,20,6,53.70370370370371
Only-MS$^2$,1,6,5.555555555555555
Only-MS$^2$,20,6,38.88888888888889
LC-MS$^2$Struct,1,7,7.4074074074074066
LC-MS$^2$Struct,20,7,53.70370370370371
Only-MS$^2$,1,7,5.555555555555555
Only-MS$^2$,20,7,38.88888888888889
LC-MS$^2$Struct,1,8,9.25925925925926
LC-MS$^2$Struct,20,8,53.70370370370371
Only-MS$^2$,1,8,5.555555555555555
Only-MS$^2$,20,8,38.88888888888889
LC-MS$^2$Struct,1,1,7.4074074074074066
LC-MS$^2$Struct,20,1,50.0
Only-MS$^2$,1,1,5.555555555555555
Only-MS$^2$,20,1,46.2962962962963
LC-MS$^2$Struct,1,2,9.25925925925926
LC-MS$^2$Struct,20,2,50.0
Only-MS$^2$,1,2,5.555555555555555
Only-MS$^2$,20,2,46.2962962962963
LC-MS$^2$Struct,1,3,12.962962962962962
LC-MS$^2$Struct,20,3,51.85185185185185
Only-MS$^2$,1,3,5.555555555555555
Only-MS$^2$,20,3,46.2962962962963
LC-MS$^2$Struct,1,4,9.25925925925926
LC-MS$^2$Struct,20,4,50.0
Only-MS$^2$,1,4,5.555555555555555
Only-MS$^2$,20,4,46.2962962962963
LC-MS$^2$Struct,1,5,7.4074074074074066
LC-MS$^2$Struct,20,5,48.14814814814815
Only-MS$^2$,1,5,5.555555555555555
Only-MS$^2$,20,5,46.2962962962963
LC-MS$^2$Struct,1,6,7.4074074074074066
LC-MS$^2$Struct,20,6,48.14814814814815
Only-MS$^2$,1,6,5.555555555555555
Only-MS$^2$,20,6,46.2962962962963
LC-MS$^2$Struct,1,7,9.25925925925926
LC-MS$^2$Struct,20,7,48.14814814814815
Only-MS$^2$,1,7,5.555555555555555
Only-MS$^2$,20,7,46.2962962962963
LC-MS$^2$Struct,1,8,7.4074074074074066
LC-MS$^2$Struct,20,8,44.44444444444444
Only-MS$^2$,1,8,5.555555555555555
Only-MS$^2$,20,8,46.2962962962963
LC-MS$^2$Struct,1,1,7.547169811320755
LC-MS$^2$Struct,20,1,50.943396226415096
Only-MS$^2$,1,1,5.660377358490567
Only-MS$^2$,20,1,41.50943396226416
LC-MS$^2$Struct,1,2,5.660377358490567
LC-MS$^2$Struct,20,2,49.0566037735849
Only-MS$^2$,1,2,5.660377358490567
Only-MS$^2$,20,2,41.50943396226416
LC-MS$^2$Struct,1,3,7.547169811320755
LC-MS$^2$Struct,20,3,49.0566037735849
Only-MS$^2$,1,3,5.660377358490567
Only-MS$^2$,20,3,41.50943396226416
LC-MS$^2$Struct,1,4,7.547169811320755
LC-MS$^2$Struct,20,4,49.0566037735849
Only-MS$^2$,1,4,5.660377358490567
Only-MS$^2$,20,4,41.50943396226416
LC-MS$^2$Struct,1,5,7.547169811320755
LC-MS$^2$Struct,20,5,49.0566037735849
Only-MS$^2$,1,5,5.660377358490567
Only-MS$^2$,20,5,41.50943396226416
LC-MS$^2$Struct,1,6,7.547169811320755
LC-MS$^2$Struct,20,6,49.0566037735849
Only-MS$^2$,1,6,5.660377358490567
Only-MS$^2$,20,6,41.50943396226416
LC-MS$^2$Struct,1,7,7.547169811320755
LC-MS$^2$Struct,20,7,49.0566037735849
Only-MS$^2$,1,7,5.660377358490567
Only-MS$^2$,20,7,41.50943396226416
LC-MS$^2$Struct,1,8,7.547169811320755
LC-MS$^2$Struct,20,8,49.0566037735849
Only-MS$^2$,1,8,5.660377358490567
Only-MS$^2$,20,8,41.50943396226416
LC-MS$^2$Struct,1,1,7.547169811320755
LC-MS$^2$Struct,20,1,52.83018867924528
Only-MS$^2$,1,1,5.817610062893081
Only-MS$^2$,20,1,37.80375418344082
LC-MS$^2$Struct,1,2,7.547169811320755
LC-MS$^2$Struct,20,2,47.16981132075472
Only-MS$^2$,1,2,5.817610062893081
Only-MS$^2$,20,2,37.80375418344082
LC-MS$^2$Struct,1,3,7.547169811320755
LC-MS$^2$Struct,20,3,47.16981132075472
Only-MS$^2$,1,3,5.817610062893081
Only-MS$^2$,20,3,37.80375418344082
LC-MS$^2$Struct,1,4,5.660377358490567
LC-MS$^2$Struct,20,4,47.16981132075472
Only-MS$^2$,1,4,5.817610062893081
Only-MS$^2$,20,4,37.80375418344082
LC-MS$^2$Struct,1,5,5.660377358490567
LC-MS$^2$Struct,20,5,49.0566037735849
Only-MS$^2$,1,5,5.817610062893081
Only-MS$^2$,20,5,37.80375418344082
LC-MS$^2$Struct,1,6,5.660377358490567
LC-MS$^2$Struct,20,6,49.0566037735849
Only-MS$^2$,1,6,5.817610062893081
Only-MS$^2$,20,6,37.80375418344082
LC-MS$^2$Struct,1,7,7.547169811320755
LC-MS$^2$Struct,20,7,45.28301886792453
Only-MS$^2$,1,7,5.817610062893081
Only-MS$^2$,20,7,37.80375418344082
LC-MS$^2$Struct,1,8,7.547169811320755
LC-MS$^2$Struct,20,8,45.28301886792453
Only-MS$^2$,1,8,5.817610062893081
Only-MS$^2$,20,8,37.80375418344082
LC-MS$^2$Struct,1,1,13.20754716981132
LC-MS$^2$Struct,20,1,58.490566037735846
Only-MS$^2$,1,1,5.660377358490567
Only-MS$^2$,20,1,47.57718696397943
LC-MS$^2$Struct,1,2,13.20754716981132
LC-MS$^2$Struct,20,2,58.490566037735846
Only-MS$^2$,1,2,5.660377358490567
Only-MS$^2$,20,2,47.57718696397943
LC-MS$^2$Struct,1,3,9.433962264150944
LC-MS$^2$Struct,20,3,62.264150943396224
Only-MS$^2$,1,3,5.660377358490567
Only-MS$^2$,20,3,47.57718696397943
LC-MS$^2$Struct,1,4,9.433962264150944
LC-MS$^2$Struct,20,4,62.264150943396224
Only-MS$^2$,1,4,5.660377358490567
Only-MS$^2$,20,4,47.57718696397943
LC-MS$^2$Struct,1,5,7.547169811320755
LC-MS$^2$Struct,20,5,64.15094339622641
Only-MS$^2$,1,5,5.660377358490567
Only-MS$^2$,20,5,47.57718696397943
LC-MS$^2$Struct,1,6,7.547169811320755
LC-MS$^2$Struct,20,6,64.15094339622641
Only-MS$^2$,1,6,5.660377358490567
Only-MS$^2$,20,6,47.57718696397943
LC-MS$^2$Struct,1,7,5.660377358490567
LC-MS$^2$Struct,20,7,64.15094339622641
Only-MS$^2$,1,7,5.660377358490567
Only-MS$^2$,20,7,47.57718696397943
LC-MS$^2$Struct,1,8,5.660377358490567
LC-MS$^2$Struct,20,8,60.37735849056604
Only-MS$^2$,1,8,5.660377358490567
Only-MS$^2$,20,8,47.57718696397943
LC-MS$^2$Struct,1,1,5.660377358490567
LC-MS$^2$Struct,20,1,41.50943396226416
Only-MS$^2$,1,1,6.289308176100629
Only-MS$^2$,20,1,37.735849056603776
LC-MS$^2$Struct,1,2,3.7735849056603774
LC-MS$^2$Struct,20,2,41.50943396226416
Only-MS$^2$,1,2,6.289308176100629
Only-MS$^2$,20,2,37.735849056603776
LC-MS$^2$Struct,1,3,5.660377358490567
LC-MS$^2$Struct,20,3,43.39622641509434
Only-MS$^2$,1,3,6.289308176100629
Only-MS$^2$,20,3,37.735849056603776
LC-MS$^2$Struct,1,4,5.660377358490567
LC-MS$^2$Struct,20,4,47.16981132075472
Only-MS$^2$,1,4,6.289308176100629
Only-MS$^2$,20,4,37.735849056603776
LC-MS$^2$Struct,1,5,3.7735849056603774
LC-MS$^2$Struct,20,5,49.0566037735849
Only-MS$^2$,1,5,6.289308176100629
Only-MS$^2$,20,5,37.735849056603776
LC-MS$^2$Struct,1,6,3.7735849056603774
LC-MS$^2$Struct,20,6,49.0566037735849
Only-MS$^2$,1,6,6.289308176100629
Only-MS$^2$,20,6,37.735849056603776
LC-MS$^2$Struct,1,7,3.7735849056603774
LC-MS$^2$Struct,20,7,50.943396226415096
Only-MS$^2$,1,7,6.289308176100629
Only-MS$^2$,20,7,37.735849056603776
LC-MS$^2$Struct,1,8,5.660377358490567
LC-MS$^2$Struct,20,8,49.0566037735849
Only-MS$^2$,1,8,6.289308176100629
Only-MS$^2$,20,8,37.735849056603776
LC-MS$^2$Struct,1,1,9.25925925925926
LC-MS$^2$Struct,20,1,40.74074074074074
Only-MS$^2$,1,1,11.11111111111111
Only-MS$^2$,20,1,42.5925925925926
LC-MS$^2$Struct,1,2,9.25925925925926
LC-MS$^2$Struct,20,2,48.14814814814815
Only-MS$^2$,1,2,11.11111111111111
Only-MS$^2$,20,2,42.5925925925926
LC-MS$^2$Struct,1,3,12.962962962962962
LC-MS$^2$Struct,20,3,46.2962962962963
Only-MS$^2$,1,3,11.11111111111111
Only-MS$^2$,20,3,42.5925925925926
LC-MS$^2$Struct,1,4,12.962962962962962
LC-MS$^2$Struct,20,4,48.14814814814815
Only-MS$^2$,1,4,11.11111111111111
Only-MS$^2$,20,4,42.5925925925926
LC-MS$^2$Struct,1,5,14.814814814814811
LC-MS$^2$Struct,20,5,50.0
Only-MS$^2$,1,5,11.11111111111111
Only-MS$^2$,20,5,42.5925925925926
LC-MS$^2$Struct,1,6,14.814814814814811
LC-MS$^2$Struct,20,6,50.0
Only-MS$^2$,1,6,11.11111111111111
Only-MS$^2$,20,6,42.5925925925926
LC-MS$^2$Struct,1,7,12.962962962962962
LC-MS$^2$Struct,20,7,46.2962962962963
Only-MS$^2$,1,7,11.11111111111111
Only-MS$^2$,20,7,42.5925925925926
LC-MS$^2$Struct,1,8,11.11111111111111
LC-MS$^2$Struct,20,8,48.14814814814815
Only-MS$^2$,1,8,11.11111111111111
Only-MS$^2$,20,8,42.5925925925926
LC-MS$^2$Struct,1,1,5.555555555555555
LC-MS$^2$Struct,20,1,37.03703703703704
Only-MS$^2$,1,1,7.4074074074074066
Only-MS$^2$,20,1,27.77777777777778
LC-MS$^2$Struct,1,2,7.4074074074074066
LC-MS$^2$Struct,20,2,42.5925925925926
Only-MS$^2$,1,2,7.4074074074074066
Only-MS$^2$,20,2,27.77777777777778
LC-MS$^2$Struct,1,3,7.4074074074074066
LC-MS$^2$Struct,20,3,48.14814814814815
Only-MS$^2$,1,3,7.4074074074074066
Only-MS$^2$,20,3,27.77777777777778
LC-MS$^2$Struct,1,4,5.555555555555555
LC-MS$^2$Struct,20,4,48.14814814814815
Only-MS$^2$,1,4,7.4074074074074066
Only-MS$^2$,20,4,27.77777777777778
LC-MS$^2$Struct,1,5,5.555555555555555
LC-MS$^2$Struct,20,5,44.44444444444444
Only-MS$^2$,1,5,7.4074074074074066
Only-MS$^2$,20,5,27.77777777777778
LC-MS$^2$Struct,1,6,5.555555555555555
LC-MS$^2$Struct,20,6,44.44444444444444
Only-MS$^2$,1,6,7.4074074074074066
Only-MS$^2$,20,6,27.77777777777778
LC-MS$^2$Struct,1,7,5.555555555555555
LC-MS$^2$Struct,20,7,42.5925925925926
Only-MS$^2$,1,7,7.4074074074074066
Only-MS$^2$,20,7,27.77777777777778
LC-MS$^2$Struct,1,8,7.4074074074074066
LC-MS$^2$Struct,20,8,42.5925925925926
Only-MS$^2$,1,8,7.4074074074074066
Only-MS$^2$,20,8,27.77777777777778
LC-MS$^2$Struct,1,1,13.20754716981132
LC-MS$^2$Struct,20,1,49.0566037735849
Only-MS$^2$,1,1,11.320754716981131
Only-MS$^2$,20,1,39.62264150943396
LC-MS$^2$Struct,1,2,15.09433962264151
LC-MS$^2$Struct,20,2,43.39622641509434
Only-MS$^2$,1,2,11.320754716981131
Only-MS$^2$,20,2,39.62264150943396
LC-MS$^2$Struct,1,3,16.9811320754717
LC-MS$^2$Struct,20,3,45.28301886792453
Only-MS$^2$,1,3,11.320754716981131
Only-MS$^2$,20,3,39.62264150943396
LC-MS$^2$Struct,1,4,16.9811320754717
LC-MS$^2$Struct,20,4,43.39622641509434
Only-MS$^2$,1,4,11.320754716981131
Only-MS$^2$,20,4,39.62264150943396
LC-MS$^2$Struct,1,5,16.9811320754717
LC-MS$^2$Struct,20,5,41.50943396226416
Only-MS$^2$,1,5,11.320754716981131
Only-MS$^2$,20,5,39.62264150943396
LC-MS$^2$Struct,1,6,16.9811320754717
LC-MS$^2$Struct,20,6,43.39622641509434
Only-MS$^2$,1,6,11.320754716981131
Only-MS$^2$,20,6,39.62264150943396
LC-MS$^2$Struct,1,7,16.9811320754717
LC-MS$^2$Struct,20,7,43.39622641509434
Only-MS$^2$,1,7,11.320754716981131
Only-MS$^2$,20,7,39.62264150943396
LC-MS$^2$Struct,1,8,16.9811320754717
LC-MS$^2$Struct,20,8,43.39622641509434
Only-MS$^2$,1,8,11.320754716981131
Only-MS$^2$,20,8,39.62264150943396
LC-MS$^2$Struct,1,1,11.320754716981131
LC-MS$^2$Struct,20,1,43.39622641509434
Only-MS$^2$,1,1,5.660377358490567
Only-MS$^2$,20,1,34.09467063886131
LC-MS$^2$Struct,1,2,9.433962264150944
LC-MS$^2$Struct,20,2,41.50943396226416
Only-MS$^2$,1,2,5.660377358490567
Only-MS$^2$,20,2,34.09467063886131
LC-MS$^2$Struct,1,3,9.433962264150944
LC-MS$^2$Struct,20,3,39.62264150943396
Only-MS$^2$,1,3,5.660377358490567
Only-MS$^2$,20,3,34.09467063886131
LC-MS$^2$Struct,1,4,9.433962264150944
LC-MS$^2$Struct,20,4,37.735849056603776
Only-MS$^2$,1,4,5.660377358490567
Only-MS$^2$,20,4,34.09467063886131
LC-MS$^2$Struct,1,5,7.547169811320755
LC-MS$^2$Struct,20,5,39.62264150943396
Only-MS$^2$,1,5,5.660377358490567
Only-MS$^2$,20,5,34.09467063886131
LC-MS$^2$Struct,1,6,7.547169811320755
LC-MS$^2$Struct,20,6,39.62264150943396
Only-MS$^2$,1,6,5.660377358490567
Only-MS$^2$,20,6,34.09467063886131
LC-MS$^2$Struct,1,7,7.547169811320755
LC-MS$^2$Struct,20,7,39.62264150943396
Only-MS$^2$,1,7,5.660377358490567
Only-MS$^2$,20,7,34.09467063886131
LC-MS$^2$Struct,1,8,7.547169811320755
LC-MS$^2$Struct,20,8,37.735849056603776
Only-MS$^2$,1,8,5.660377358490567
Only-MS$^2$,20,8,34.09467063886131
LC-MS$^2$Struct,1,1,9.433962264150944
LC-MS$^2$Struct,20,1,39.62264150943396
Only-MS$^2$,1,1,7.547169811320755
Only-MS$^2$,20,1,33.9622641509434
LC-MS$^2$Struct,1,2,11.320754716981131
LC-MS$^2$Struct,20,2,37.735849056603776
Only-MS$^2$,1,2,7.547169811320755
Only-MS$^2$,20,2,33.9622641509434
LC-MS$^2$Struct,1,3,9.433962264150944
LC-MS$^2$Struct,20,3,41.50943396226416
Only-MS$^2$,1,3,7.547169811320755
Only-MS$^2$,20,3,33.9622641509434
LC-MS$^2$Struct,1,4,11.320754716981131
LC-MS$^2$Struct,20,4,41.50943396226416
Only-MS$^2$,1,4,7.547169811320755
